stat;isActor;mean;std
averageRating;False;6.6196076313894885;0.7063324992235028
averageRating;True;6.6347627146096535;0.7131612374101591
numVotes;False;198650.5732901368;150673.17178736345
numVotes;True;190081.870505345;152929.1945811277
